SHIPMENT_XID,START_TIME,TOTAL_SHIP_UNIT_COUNT,TOTAL_WEIGHT,TOTAL_VOLUME,FIRST_EQUIPMENT_GROUP_GID,PRINCIPAL,DestName,Region,City,DestZone1,DestZone2,Segment
00328440,2018-11-26 02:37:44,60,15000.0,19.380000000000003,LFL/TMS/MYS.20T_BOX,UNILEVER,JULIE'S MANUFACTURING SDN BHD,MELAKA,MELAKA,MLK-001,SOUTH,DT-OUTSTATION
00386949,2019-06-14 07:00:00,343,3183.414598,6.345051999999999,LFL/TMS/MYS.10T_BOX,UNILEVER,SIMA FROZEN PRODUCTS SDN BHD,KEDAH,ALOR SETAR,KDH-001,NORTH,DT-OUTSTATION
00328507,2018-11-16 16:01:00,450,5682.1293,15.245099999999999,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00337436,2018-12-11 07:00:00,681,6158.843664,15.236987,LFL/TMS/MYS.10T_BOX,UNILEVER,BOSTON TRADING SDN BHD,MELAKA,BATU BERENDAM,MLK-003,SOUTH,DT-OUTSTATION
00337321,2018-12-16 23:00:00,645,5538.75,14.975399999999999,LFL/TMS/MYS.20T_BOX,UNILEVER,STP CHILLED AND FROZEN PRODUCTS SDN BHD,SELANGOR,SHAH ALAM,KLV-007,CENTRAL,DT-LOCAL
00337339,2018-12-14 09:55:35,528,4234.158141000001,10.535964,LFL/TMS/MYS.10T_BOX,UNILEVER,SIN GUAN HENG PROVISIONS SDN. BHD,PERAK,PARIT BUNTAR,PNG-008,NORTH,DT-OUTSTATION
00337299,2018-12-28 15:24:16,985,13770.3,30.534999999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00337300,2018-12-28 15:24:26,985,13770.3,30.534999999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00337343,2018-12-17 04:57:01,901,7179.816981000001,18.411012,LFL/TMS/MYS.20T_BOX,UNILEVER,BOSTAN TRADING SDN BHD,MELAKA,BATU BERENDAM,MLK-003,SOUTH,DT-OUTSTATION
00337293,2018-12-28 15:21:10,500,7101.222500000001,15.0,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00337296,2018-12-28 15:22:03,1066,6825.417054,16.98782,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00337297,2018-12-28 15:22:15,1575,21829.5,48.825,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00337295,2018-12-28 15:21:46,1575,21829.5,48.825,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00337306,2018-12-17 00:00:00,1024,7388.1738159999995,18.504960000000004,LFL/TMS/MYS.20T_BOX,UNILEVER,TIARAN SDN BHD,SELANGOR,KAJANG,KLV-003,CENTRAL,DT-LOCAL
00337336,2018-12-14 09:55:35,639,4404.727750999999,11.373990000000001,LFL/TMS/MYS.10T_BOX,UNILEVER,SIANG SELATAN SDN BHD,JOHOR,BATU PAHAT,JNT-003,SOUTH,DT-OUTSTATION
00337338,2018-12-14 09:55:35,929,7218.724452,19.505888,LFL/TMS/MYS.20T_BOX,UNILEVER,YOONG SHING TRADING (M) SDN BHD,JOHOR,MASAI,JST-004,SOUTH,DT-OUTSTATION
00337303,2018-12-28 15:24:16,985,13770.300000000001,30.535,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00337292,2018-12-28 15:20:55,1100,13486.7997,42.7999,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00337310,2018-12-17 00:00:00,875,8600.0543,18.68235,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00337301,2018-12-28 15:24:41,985,13770.3,30.534999999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00337319,2018-12-16 23:00:00,720,11520.0,17.28,LFL/TMS/MYS.20T_BOX,UNILEVER,STP CHILLED AND FROZEN PRODUCTS SDN BHD,SELANGOR,SHAH ALAM,KLV-007,CENTRAL,DT-LOCAL
00337320,2018-12-16 23:00:00,720,11520.0,17.28,LFL/TMS/MYS.20T_BOX,UNILEVER,STP CHILLED AND FROZEN PRODUCTS SDN BHD,SELANGOR,SHAH ALAM,KLV-007,CENTRAL,DT-LOCAL
00337322,2018-12-16 16:01:00,287,1916.8262989999998,5.479926,LFL/TMS/MYS.3T,UNILEVER,GCH RETAIL (MALAYSIA) SDN BHD,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00337304,2018-12-28 15:24:26,985,13770.300000000001,30.535,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00337305,2018-12-28 15:24:41,985,13770.300000000001,30.535,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00337290,2018-12-28 15:23:13,1970,27540.600000000002,61.06999999999999,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00337302,2018-12-28 15:24:01,985,13770.300000000001,30.535,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00337311,2018-12-16 23:00:00,34,336.075732,0.6279969999999999,LFL/TMS/MYS.1T,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00337342,2018-12-17 05:03:00,1633,14330.402362000003,36.736633,LFL/TMS/MYS.20T_BOX,UNILEVER,M C MOK SDN BHD,NEGERI SEMBILAN,SEREMBAN,NSN-001,SOUTH,DT-OUTSTATION
00337298,2018-12-28 15:24:01,985,13770.3,30.534999999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00337313,2018-12-28 15:48:47,38,292.60888,0.5860000000000001,LFL/TMS/MYS.1T,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00337294,2018-12-28 15:21:31,700,9706.122299999999,21.3997,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00337308,2018-12-17 00:00:00,872,10271.802896,23.706824,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00337328,2018-12-16 23:00:00,886,6361.104313,21.555819999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00337340,2018-12-14 09:55:35,556,3896.2992869999985,9.116722,LFL/TMS/MYS.10T_BOX,UNILEVER,SIANG SELATAN SDN BHD,JOHOR,BATU PAHAT,JNT-003,SOUTH,DT-OUTSTATION
00337335,2018-12-17 05:11:24,1048,8514.35455,19.826085,LFL/TMS/MYS.20T_BOX,UNILEVER,CHOP LEE FAT (KUANTAN),PAHANG,KUANTAN,PHG-004,EAST COAST,DT-OUTSTATION
00340332,2019-01-03 07:00:00,861,7847.784285,24.228865999999996,LFL/TMS/MYS.20T_BOX,UNILEVER,CHOP KENG HONG SDN BHD,PERAK,TELUK INTAN,PRK-007,NORTH,DT-OUTSTATION
00340070,2019-01-02 00:00:00,800,8520.0,20.000000000000004,LFL/TMS/MYS.20T_BOX,UNILEVER,STP CHILLED AND FROZEN PRODUCTS SDN BHD,SELANGOR,SHAH ALAM,KLV-007,CENTRAL,DT-LOCAL
00340061,2019-01-01 17:00:00,17,192.29622,0.362995,LFL/TMS/MYS.1T,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00338173,2019-01-02 12:13:35,13,131.242228,0.351,LFL/TMS/MYS.1T,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00320763,2018-11-01 12:53:35,966,6755.756834999999,18.331571,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00320760,2018-11-01 12:52:00,944,15116.30504,49.746912,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00320762,2018-11-01 12:52:46,1600,23287.7408,48.0,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00320761,2018-11-01 12:52:26,663,5026.793403,16.046988,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00320765,2018-11-01 12:54:04,876,13555.723351,32.755115999999994,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00320759,2018-11-01 12:54:04,983,8079.146394,20.57502,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00320754,2018-10-31 16:35:40,264,2352.2400000000002,7.128,LFL/TMS/MYS.3T,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00344405,2019-01-22 07:00:00,1235,18499.180699999997,34.646777,LFL/TMS/MYS.20T_BOX,UNILEVER,BOSTAN TRADING SDN BHD,MELAKA,BATU BERENDAM,MLK-003,SOUTH,DT-OUTSTATION
00344408,2019-01-22 07:00:00,612,9099.113599999999,15.359000000000004,LFL/TMS/MYS.20T_BOX,UNILEVER,M C MOK SDN BHD,NEGERI SEMBILAN,SEREMBAN,NSN-001,SOUTH,DT-OUTSTATION
00324902,2018-11-09 00:00:00,530,9359.8,24.38,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00324913,2018-11-09 00:00:00,376,3278.5125940000003,8.361801,LFL/TMS/MYS.10T_BOX,UNILEVER,MTA TRADING SDN BHD,SELANGOR,SUNGAI PELEK,KLV-017,CENTRAL,DT-LOCAL
00324905,2018-11-09 00:00:00,1312,10346.605038,30.730077,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00324890,2018-11-09 00:00:00,546,9642.36,25.116,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00324897,2018-11-09 00:00:00,704,12786.3296,37.312,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00324892,2018-11-09 00:00:00,540,9536.4,24.84,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00324895,2018-11-09 00:00:00,610,7252.496000000001,19.68,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00324900,2018-11-09 00:00:00,539,9398.218,27.454,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00324912,2018-11-09 00:00:00,270,1455.9197729999996,4.123904999999999,LFL/TMS/MYS.10T_BOX,UNILEVER,MTA TRADING SDN BHD,SELANGOR,SUNGAI PELEK,KLV-017,CENTRAL,DT-LOCAL
00324909,2018-11-09 00:00:00,476,7282.44832,18.913978999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00324907,2018-11-09 00:00:00,1100,9602.82,28.7,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00322977,2018-11-09 16:01:00,701,6199.992741,19.97174,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00322950,2018-11-08 11:00:00,953,7007.7914519999995,18.789981000000008,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00319457,2018-10-29 06:30:08,1015,6188.166088,15.836853999999999,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00318954,2018-10-25 00:00:00,750,8209.853958,20.268,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00318974,2018-10-25 07:00:00,1457,8257.476711000001,28.172509,LFL/TMS/MYS.20T_BOX,UNILEVER,SIN GUAN HENG PROVISIONS SDN. BHD,PERAK,PARIT BUNTAR,PNG-008,NORTH,DT-OUTSTATION
00318969,2018-10-25 07:00:00,1495,13502.957491000003,33.18091600000001,LFL/TMS/MYS.20T_BOX,UNILEVER,PANGCO JAYA SDN BHD,PERLIS,KANGAR,PLS-001,NORTH,DT-OUTSTATION
00318972,2018-10-25 07:00:00,1197,10941.871660999997,28.114934999999996,LFL/TMS/MYS.20T_BOX,UNILEVER,B.S.YEAP TRADING SDN BHD,PERAK,AYER TAWAR,PRK-006,NORTH,DT-OUTSTATION
00322923,2018-11-05 16:01:00,300,5293.44,15.717899999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00322924,2018-11-05 16:01:00,300,5293.44,15.717899999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00322892,2018-11-05 11:00:00,846,6505.344461999997,17.319892,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00322960,2018-11-08 16:01:00,600,6132.735334,16.482635999999996,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH RETAIL (MALAYSIA) SDN BHD,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00318978,2018-10-25 07:00:00,1404,9579.186070999998,29.646967999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,TEAK ANN TRADING SDN BHD,PERAK,IPOH,PRK-003,NORTH,DT-OUTSTATION
00318970,2018-10-25 07:00:00,873,6115.50704,18.144752,LFL/TMS/MYS.20T_BOX,UNILEVER,CONSOMART SDN BHD,KEDAH,LUNAS,KDH-005,NORTH,DT-OUTSTATION
00318975,2018-10-25 07:00:00,1410,11897.376854000002,29.910843999999983,LFL/TMS/MYS.20T_BOX,UNILEVER,CHOP KENG HONG SDN BHD,PERAK,TELUK INTAN,PRK-007,NORTH,DT-OUTSTATION
00318980,2018-10-25 07:00:00,882,10747.578727999999,26.035013999999993,LFL/TMS/MYS.20T_BOX,UNILEVER,SIANG SELATAN SDN BHD,JOHOR,BATU PAHAT,JNT-003,SOUTH,DT-OUTSTATION
00322942,2018-11-07 16:01:00,981,4977.134335999999,12.456831,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00322975,2018-11-09 16:01:00,656,4081.873943,11.226954000000001,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00322944,2018-11-08 11:00:00,368,5353.764849,14.802961000000002,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00322958,2018-11-08 16:01:00,650,6231.49855,17.008950000000002,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH RETAIL (MALAYSIA) SDN BHD,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00318967,2018-10-25 07:00:00,1442,11075.955029,34.611488,LFL/TMS/MYS.20T_BOX,UNILEVER,SUNBREEZE (SG PETANI),KEDAH,SUNGAI PETANI,KDH-004,NORTH,DT-OUTSTATION
00322874,2018-11-04 16:01:00,1159,8819.165605999999,22.170012999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH RETAIL (MALAYSIA) SDN BHD,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00322884,2018-11-04 16:01:00,629,10180.069999,32.50734899999999,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00322979,2018-11-09 16:01:00,575,4461.252594,11.021053,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00322971,2018-11-09 16:01:00,603,5309.942046,14.207256999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00319118,2018-10-25 07:00:00,531,8716.817200000001,22.812033,LFL/TMS/MYS.20T_BOX,UNILEVER,M C MOK SDN BHD,NEGERI SEMBILAN,SEREMBAN,NSN-001,SOUTH,DT-OUTSTATION
00319116,2018-10-25 07:00:00,899,6420.661918999999,16.98693,LFL/TMS/MYS.20T_BOX,UNILEVER,M C MOK SDN BHD,NEGERI SEMBILAN,SEREMBAN,NSN-001,SOUTH,DT-OUTSTATION
00322886,2018-11-04 16:01:00,629,10180.069999,32.50734899999999,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00322966,2018-11-09 16:01:00,1140,4183.199078,13.374202999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00322915,2018-11-06 16:01:00,879,2425.221941,10.551398,LFL/TMS/MYS.10T_BOX,UNILEVER,GCH RETAIL (MALAYSIA) SDN BHD,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00322962,2018-11-08 16:01:00,600,5520.48476,12.500294,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH RETAIL (MALAYSIA) SDN BHD,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00322957,2018-11-08 16:01:00,2018,7005.359153,21.175959,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH RETAIL (MALAYSIA) SDN BHD,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00319288,2018-10-25 07:00:00,840,8946.0,21.0,LFL/TMS/MYS.20T_BOX,UNILEVER,TEONG MOH TRADING SDN BHD,JOHOR,SKUDAI,JST-003,SOUTH,DT-OUTSTATION
00319286,2018-10-25 07:00:00,962,10730.621858,18.155732,LFL/TMS/MYS.20T_BOX,UNILEVER,TEONG MOH TRADING SDN BHD,JOHOR,SKUDAI,JST-003,SOUTH,DT-OUTSTATION
00322883,2018-11-04 16:01:00,1117,8452.916611,24.47996,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00322887,2018-11-04 16:01:00,629,10180.069999,32.507349,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00319285,2018-10-25 07:00:00,610,5557.08,13.7,LFL/TMS/MYS.10T_BOX,UNILEVER,TEONG MOH TRADING SDN BHD,JOHOR,SKUDAI,JST-003,SOUTH,DT-OUTSTATION
00322922,2018-11-05 16:01:00,465,4753.432681,13.055632000000001,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00322900,2018-11-06 16:01:00,1818,13145.444801,33.184598,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00322970,2018-11-09 16:01:00,500,6398.615000000001,13.278,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00322951,2018-11-08 16:01:00,620,6731.284839999999,17.230961,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00322935,2018-11-07 16:01:00,1361,6643.834322,17.812352999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00322901,2018-11-06 16:01:00,1126,9869.113702,27.337865999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00322895,2018-11-05 11:00:00,650,4509.596695,12.290906999999995,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00321233,2018-11-02 07:00:00,1244,6674.172034999999,21.939564,LFL/TMS/MYS.20T_BOX,UNILEVER,PENGEDAR SERI JAYA,KELANTAN,KOTA BHARU,KLT-005,EAST COAST,DT-OUTSTATION
00321229,2018-11-02 00:00:00,459,8225.7148,22.982999999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00321230,2018-11-02 00:00:00,804,7162.676004,16.729632,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00322946,2018-11-08 11:00:00,605,6640.247356999999,17.277893000000002,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00322897,2018-11-06 16:01:00,833,12519.157,33.32,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00322936,2018-11-07 16:01:00,1350,4888.953955999999,14.496772,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00322872,2018-11-04 16:01:00,990,8446.595216999998,18.15836,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH RETAIL (MALAYSIA) SDN BHD,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00321227,2018-11-02 00:00:00,1415,12006.678459000002,32.65096100000001,LFL/TMS/MYS.20T_BOX,UNILEVER,MARCOSURIA,SELANGOR,SUNGAI BULOH ,KLV-007,CENTRAL,DT-LOCAL
00319287,2018-10-25 07:00:00,751,8354.197418,18.97916,LFL/TMS/MYS.20T_BOX,UNILEVER,TEONG MOH TRADING SDN BHD,JOHOR,SKUDAI,JST-003,SOUTH,DT-OUTSTATION
00322893,2018-11-05 11:00:00,405,6353.246485000001,18.392963,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00322902,2018-11-06 16:01:00,733,10530.7178,29.32,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00322930,2018-11-07 16:01:00,281,4666.266329,13.222348,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00321024,2018-10-30 07:00:00,658,5293.948784,10.650098000000002,LFL/TMS/MYS.20T_BOX,UNILEVER,PROSPECT PLUS TRADING SDN BHD,JOHOR,KLUANG,JNT-005,SOUTH,DT-OUTSTATION
00319327,2018-10-29 01:58:37,1466,13249.515974000002,33.564954,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00321239,2018-11-02 07:00:00,886,11599.735222,26.321644999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,L.H. LIAN HUAT TRADING (M) SDN. BHD.,KELANTAN,KOTA BHARU,KLT-005,EAST COAST,DT-OUTSTATION
00321226,2018-11-02 00:00:00,805,9358.284029999999,25.611459999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00321236,2018-11-02 07:00:00,489,5936.97512,13.518051999999996,LFL/TMS/MYS.10T_BOX,UNILEVER,L.H. LIAN HUAT TRADING (M) SDN. BHD.,KELANTAN,KOTA BHARU,KLT-005,EAST COAST,DT-OUTSTATION
00322908,2018-11-06 16:01:00,975,14266.432799999999,34.236000000000004,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO GROCERY (AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00322929,2018-11-07 16:01:00,653,5221.514770999999,11.365924,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
