SHIPMENT_XID,START_TIME,TOTAL_SHIP_UNIT_COUNT,TOTAL_WEIGHT,TOTAL_VOLUME,FIRST_EQUIPMENT_GROUP_GID,PRINCIPAL,DestName,Region,City,DestZone1,DestZone2,Segment
00486083,2020-04-06 11:00:00,1843,16712.648887,40.572778,LFL/TMS/MYS.20T_BOX,UNILEVER,TASCO BERHAD,JOHOR,GELANG PATAH,JST-006,SOUTH,DT-OUTSTATION
00486084,2020-04-06 11:00:00,4624,11899.162,39.278000000000006,LFL/TMS/MYS.20T_BOX,UNILEVER,TASCO BERHAD,JOHOR,GELANG PATAH,JST-006,SOUTH,DT-OUTSTATION
00484955,2020-03-29 23:01:00,1025,10347.793645,18.911868999999996,LFL/TMS/MYS.20T_BOX,UNILEVER,CHUAN HUAT F AND B TRADING SDN BHD,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,DT-LOCAL
00484956,2020-03-29 23:01:00,13,143.512664,0.21300000000000002,LFL/TMS/MYS.1T,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00487802,2020-04-09 00:00:00,792,11088.0,23.759999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00487796,2020-04-09 00:00:00,1152,17383.424256000002,46.08,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00488607,2020-04-10 23:00:00,720,7525.4400000000005,29.520000000000007,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00488609,2020-04-10 23:00:00,1684,8642.001335,33.931462999999994,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00488615,2020-04-11 07:00:00,434,4258.822905000001,9.683984000000002,LFL/TMS/MYS.10T_BOX,UNILEVER,CHOP KENG HONG SDN BHD,PERAK,TELUK INTAN,PRK-007,NORTH,DT-OUTSTATION
00484736,2020-03-31 07:00:00,1408,13857.665322,36.014868,LFL/TMS/MYS.20T_BOX,UNILEVER,CONSOMART SDN BHD,KEDAH,LUNAS,KDH-005,NORTH,DT-OUTSTATION
00484735,2020-03-31 07:00:00,949,12998.933986999999,36.023205000000004,LFL/TMS/MYS.20T_BOX,UNILEVER,CHOP LEE FAT (KEMAMAN),TERENGGANU,CUKAI,TRG-005,EAST COAST,DT-OUTSTATION
00484741,2020-03-31 07:00:00,1328,11133.624692000001,33.524021,LFL/TMS/MYS.20T_BOX,UNILEVER,CHOP LEE FAT (KUANTAN),PAHANG,KUANTAN,PHG-004,EAST COAST,DT-OUTSTATION
00484739,2020-03-31 07:00:00,1210,15686.699987,38.389989,LFL/TMS/MYS.20T_BOX,UNILEVER,YOONG SHING TRADING (M) SDN BHD,JOHOR,MASAI,JST-004,SOUTH,DT-OUTSTATION
00484896,2020-03-30 02:12:01,365,3807.8216199999997,14.893094999999999,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00484952,2020-03-29 23:00:00,1599,9941.524973,23.577236999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00484951,2020-03-29 23:00:00,2795,13549.795355,29.996602999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00484953,2020-03-29 23:00:00,930,8462.204292,25.854744,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00487263,2020-04-07 23:00:00,44,460.394231,0.724018,LFL/TMS/MYS.1T,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00487801,2020-04-09 00:00:00,792,11088.0,23.759999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00487806,2020-04-09 00:00:00,1283,8765.013523999998,22.077248,LFL/TMS/MYS.20T_BOX,UNILEVER,LIM SOON HUAT AGENCY SDN BHD,KUALA LUMPUR,KUALA LUMPUR,KLV-006,CENTRAL,DT-LOCAL
00487803,2020-04-09 00:00:00,792,9313.92,22.968,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00487804,2020-04-09 00:00:00,960,9312.0,27.84,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00485169,2020-03-23 07:00:00,1416,11176.286431,27.135393,LFL/TMS/MYS.20T_BOX,UNILEVER,JEMENTAH SOON HUAT TRADING SDN BHD,JOHOR,JEMENTAH,JNT-002,SOUTH,DT-OUTSTATION
00485166,2020-03-23 00:00:00,1152,12040.704,47.232,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00485165,2020-03-23 00:00:00,768,12334.079999999998,35.328,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00488610,2020-04-10 23:00:00,1692,6653.16,33.010788,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00488613,2020-04-11 07:00:00,1412,10494.828999000001,27.241518,LFL/TMS/MYS.20T_BOX,UNILEVER,M C MOK SDN BHD,NEGERI SEMBILAN,SEREMBAN,NSN-001,SOUTH,DT-OUTSTATION
00488614,2020-04-11 07:00:00,353,2677.5412119999996,8.200967,LFL/TMS/MYS.10T_BOX,UNILEVER,BOSTON TRADING SDN BHD,MELAKA,BATU BERENDAM,MLK-003,SOUTH,DT-OUTSTATION
00488611,2020-04-10 23:00:00,720,7525.4400000000005,29.52,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00484740,2020-03-31 07:00:00,768,11354.175744,30.72,LFL/TMS/MYS.20T_BOX,UNILEVER,CHOP LEE FAT (KUANTAN),PAHANG,KUANTAN,PHG-004,EAST COAST,DT-OUTSTATION
00484734,2020-03-31 07:00:00,1178,13684.176672999998,33.630976,LFL/TMS/MYS.20T_BOX,UNILEVER,CHOP LEE FAT (KEMAMAN),TERENGGANU,CUKAI,TRG-005,EAST COAST,DT-OUTSTATION
00484738,2020-03-31 07:00:00,1990,16227.93971,41.88324600000001,LFL/TMS/MYS.20T_BOX,UNILEVER,YOONG SHING TRADING (M) SDN BHD,JOHOR,MASAI,JST-004,SOUTH,DT-OUTSTATION
00484897,2020-03-30 02:12:01,315,5090.846670000001,14.49,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00485072,2020-04-01 00:00:00,1084,9833.766831,29.878966,LFL/TMS/MYS.20T_BOX,UNILEVER,TIARAN SDN BHD,SELANGOR,KAJANG,KLV-003,CENTRAL,DT-LOCAL
00485074,2020-04-01 00:00:00,1554,16787.371974,41.33289,LFL/TMS/MYS.20T_BOX,UNILEVER,MARCOSURIA,SELANGOR,SUNGAI BULOH ,KLV-007,CENTRAL,DT-LOCAL
00485076,2020-04-01 00:00:00,532,5106.874833999999,13.639872,LFL/TMS/MYS.20T_BOX,UNILEVER,MARCOSURIA,SELANGOR,SUNGAI BULOH ,KLV-007,CENTRAL,DT-LOCAL
00487809,2020-04-09 00:00:00,1271,4290.561109,17.846041999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00487797,2020-04-09 00:00:00,768,13356.373248,35.328,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00487811,2020-04-09 07:00:00,1119,8317.434692000003,18.982711,LFL/TMS/MYS.20T_BOX,UNILEVER,CHOP LEE FAT (MENTAKAB),PAHANG,MENTAKAB,PHG-002,EAST COAST,DT-OUTSTATION
00487816,2020-04-09 07:00:00,953,6148.898418999999,15.850721,LFL/TMS/MYS.20T_BOX,UNILEVER,CHOP KENG HONG SDN BHD,PERAK,TELUK INTAN,PRK-007,NORTH,DT-OUTSTATION
00485168,2020-03-23 00:00:00,1007,10370.237572,28.175956999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00485167,2020-03-23 00:00:00,1799,10696.724743,24.684937999999995,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00485172,2020-03-23 07:00:00,1532,12871.428357000004,33.79182599999999,LFL/TMS/MYS.20T_BOX,UNILEVER,M C MOK SDN BHD,NEGERI SEMBILAN,SEREMBAN,NSN-001,SOUTH,DT-OUTSTATION
00485174,2020-03-23 07:00:00,1785,4152.366227,13.426569000000002,LFL/TMS/MYS.20T_BOX,UNILEVER,SIN GUAN HENG PROVISIONS SDN. BHD,PERAK,PARIT BUNTAR,PNG-008,NORTH,DT-OUTSTATION
00488612,2020-04-11 07:00:00,1615,12626.999512999999,32.67067099999999,LFL/TMS/MYS.20T_BOX,UNILEVER,BOSTON TRADING SDN BHD,MELAKA,BATU BERENDAM,MLK-003,SOUTH,DT-OUTSTATION
00485069,2020-04-01 00:00:00,850,7750.843999999999,23.8,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00485070,2020-04-01 00:00:00,1812,13667.951259,32.015737,LFL/TMS/MYS.20T_BOX,UNILEVER,TIARAN SDN BHD,SELANGOR,KAJANG,KLV-003,CENTRAL,DT-LOCAL
00485071,2020-04-01 00:00:00,1151,12829.661204,36.1097,LFL/TMS/MYS.20T_BOX,UNILEVER,TIARAN SDN BHD,SELANGOR,KAJANG,KLV-003,CENTRAL,DT-LOCAL
00487264,2020-04-07 23:00:00,16,176.25,0.284,LFL/TMS/MYS.1T,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00487812,2020-04-09 07:00:00,607,4837.367458,12.521882999999999,LFL/TMS/MYS.10T_BOX,UNILEVER,SUNBREEZE (SG PETANI),KEDAH,SUNGAI PETANI,KDH-004,NORTH,DT-OUTSTATION
00487813,2020-04-09 07:00:00,426,2061.7631730000003,7.390857,LFL/TMS/MYS.10T_BOX,UNILEVER,CHOP LEE FAT (KUANTAN),PAHANG,KUANTAN,PHG-004,EAST COAST,DT-OUTSTATION
00487817,2020-04-09 07:00:00,470,2028.581598,5.576719,LFL/TMS/MYS.10T_BOX,UNILEVER,B.S.YEAP TRADING SDN BHD,PERAK,AYER TAWAR,PRK-006,NORTH,DT-OUTSTATION
00487799,2020-04-09 00:00:00,768,12334.079999999998,35.328,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00487800,2020-04-09 00:00:00,1152,12040.704,47.232,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00485171,2020-03-23 07:00:00,1854,12262.521051,29.681448,LFL/TMS/MYS.20T_BOX,UNILEVER,BOSTON TRADING SDN BHD,MELAKA,BATU BERENDAM,MLK-003,SOUTH,DT-OUTSTATION
00485483,2020-03-17 23:00:00,990,13860.0,29.7,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO DC(AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00487267,2020-04-07 23:00:00,1159,9120.62536,18.2309,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT FORWARD MARKETING SDN BHD,SELANGOR,PORT KLANG,KLV-002,CENTRAL,DT-LOCAL
00487269,2020-04-07 23:00:00,346,3274.304638,6.994021999999999,LFL/TMS/MYS.10T_BOX,UNILEVER,BSH ENTERPRISE (M) SDN BHD,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,DT-LOCAL
00487268,2020-04-07 23:00:00,113,1316.541133,2.084993,LFL/TMS/MYS.3T,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00487795,2020-04-09 00:00:00,1152,17545.471488,46.08,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00487798,2020-04-09 00:00:00,998,12634.559854,35.7,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00487810,2020-04-09 07:00:00,1203,14571.322558999997,41.619026,LFL/TMS/MYS.20T_BOX,UNILEVER,SUNBREEZE (SG PETANI),KEDAH,SUNGAI PETANI,KDH-004,NORTH,DT-OUTSTATION
00487807,2020-04-09 00:00:00,2053,8754.439490999997,26.375891,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00485170,2020-03-23 07:00:00,1690,9881.82856,37.68296,LFL/TMS/MYS.20T_BOX,UNILEVER,YOONG SHING TRADING (M) SDN BHD,JOHOR,MASAI,JST-004,SOUTH,DT-OUTSTATION
00485312,2020-04-02 00:00:00,1536,12945.839424,28.775712000000002,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00485313,2020-04-02 00:00:00,1896,12077.664096,24.983591999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00485317,2020-04-02 00:00:00,784,7695.039999999999,20.864,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00485308,2020-04-02 00:00:00,2591,16277.79862,23.705730000000003,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00487271,2020-04-07 05:00:00,437,3130.871937,9.935896,LFL/TMS/MYS.10T_BOX,UNILEVER,GCH RETAIL (MALAYSIA) SDN BHD,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00487272,2020-04-07 08:18:00,270,1261.69092,1.90449,LFL/TMS/MYS.3T,UNILEVER,TESCO DC(AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00487808,2020-04-09 00:00:00,954,8163.91728,17.854703999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00487814,2020-04-09 07:00:00,666,3143.2181620000006,8.863541999999999,LFL/TMS/MYS.10T_BOX,UNILEVER,SIN GUAN HENG PROVISIONS SDN. BHD,PERAK,PARIT BUNTAR,PNG-008,NORTH,DT-OUTSTATION
00487815,2020-04-09 07:00:00,948,7121.112737999998,16.743232000000006,LFL/TMS/MYS.20T_BOX,UNILEVER,TEAK ANN TRADING SDN BHD,PERAK,IPOH,PRK-003,NORTH,DT-OUTSTATION
00485318,2020-04-02 00:00:00,720,6561.9072,20.16,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00485316,2020-04-02 00:00:00,1285,8336.829052,22.122859000000002,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00485310,2020-04-02 00:00:00,2606,15295.985792000001,32.583488,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00485309,2020-04-02 00:00:00,2741,15471.125167999999,36.914095,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00485311,2020-04-02 00:00:00,1392,13047.071376,36.528144,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00485314,2020-04-02 00:00:00,792,11088.0,23.759999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00485315,2020-04-02 00:00:00,672,9488.64,23.520000000000003,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00488706,2020-04-13 00:33:17,1551,12726.377432,31.778038,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00485985,2020-04-02 07:00:00,18,4500.0,5.814,LFL/TMS/MYS.10T_BOX,UNILEVER,MUNCHY FOOD INDUSTRIES SDN. BHD.,JOHOR,BATU PAHAT,JNT-003,SOUTH,DT-OUTSTATION
00484617,2020-03-27 16:01:00,640,10278.4,29.439999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO DC(AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00484610,2020-03-27 16:01:00,997,5577.8733010000005,14.466800999999997,LFL/TMS/MYS.20T_BOX,UNILEVER,WATSON,SELANGOR,SHAH ALAM,KLV-001,CENTRAL,IMT-NS
00485671,2020-04-03 00:00:00,853,9439.489494,16.682571,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00485663,2020-04-03 00:00:00,1584,17226.792,46.332,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00485665,2020-04-03 00:00:00,768,13359.104255999999,35.328,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00485667,2020-04-03 00:00:00,768,12334.079999999998,35.328,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00484015,2020-03-24 07:00:00,18,4500.0,5.814,LFL/TMS/MYS.10T_BOX,UNILEVER,JULIE'S MANUFACTURING SDN BHD,MELAKA,MELAKA,MLK-001,SOUTH,DT-OUTSTATION
00483543,2020-03-27 00:00:00,416,3101.5379120000007,8.801975999999998,LFL/TMS/MYS.10T_BOX,UNILEVER,MTA TRADING SDN BHD,SELANGOR,SUNGAI PELEK,KLV-017,CENTRAL,DT-LOCAL
00483542,2020-03-27 00:00:00,423,3262.334961,9.181934,LFL/TMS/MYS.10T_BOX,UNILEVER,MTA TRADING SDN BHD,SELANGOR,SUNGAI PELEK,KLV-017,CENTRAL,DT-LOCAL
00484613,2020-03-27 16:01:00,673,4519.669389999999,11.051097,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00484614,2020-03-27 16:01:00,631,4191.041025,12.413943,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00485675,2020-04-03 00:00:00,1111,13483.550065000001,37.755033,LFL/TMS/MYS.20T_BOX,UNILEVER,LIM SOON HUAT AGENCY SDN BHD,KUALA LUMPUR,KUALA LUMPUR,KLV-006,CENTRAL,DT-LOCAL
00485669,2020-04-03 00:00:00,792,11088.0,23.759999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00483544,2020-03-27 00:00:00,1152,17545.471488,46.08,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00483545,2020-03-27 00:00:00,1152,17383.424256000002,46.08,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00483546,2020-03-27 00:00:00,1152,16094.464128,46.08,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00484619,2020-03-27 16:01:00,480,3417.5230429999992,8.686315,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00484615,2020-03-27 16:01:00,640,11130.311039999999,29.439999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO DC(AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00483547,2020-03-27 00:00:00,768,13356.373248,35.328,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00483548,2020-03-27 00:00:00,768,12334.079999999998,35.328,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT PLUS ENTERPRISE SDN BHD,SELANGOR,KLANG,KLV-002,CENTRAL,DT-LOCAL
00484618,2020-03-27 16:01:00,640,10278.4,29.439999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO DC(AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00484616,2020-03-27 16:01:00,640,10278.4,29.439999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO DC(AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00487130,2020-04-03 22:00:01,900,8229.455999999998,25.200000000000003,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00487129,2020-04-03 22:00:01,784,4855.719336,17.764597,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00484631,2020-03-27 23:00:00,1246,12051.149515000001,34.727839,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00484621,2020-03-27 16:01:00,1013,13437.17,26.154,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO DC(AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00484624,2020-03-27 16:01:00,1000,9700.0,29.0,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO DC(AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00485642,2020-04-02 20:48:17,46,481.137784,0.9380000000000001,LFL/TMS/MYS.1T,UNILEVER,AEON BIG (M) SDN. BHD - DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00488816,2020-04-13 11:00:00,2210,15419.416992,32.411985,LFL/TMS/MYS.20T_BOX,UNILEVER,TASCO BERHAD,JOHOR,GELANG PATAH,JST-006,SOUTH,DT-OUTSTATION
00484622,2020-03-27 16:01:00,640,11130.311039999999,29.439999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO DC(AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00484627,2020-03-27 23:00:00,927,12758.628477,27.81,LFL/TMS/MYS.20T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00485641,2020-04-02 23:00:00,100,1195.574459,1.8060049999999999,LFL/TMS/MYS.3T,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00485639,2020-04-02 23:00:00,1047,9646.468972000002,18.277862000000002,LFL/TMS/MYS.20T_BOX,UNILEVER,GREAT FORWARD MARKETING SDN BHD,SELANGOR,PORT KLANG,KLV-002,CENTRAL,DT-LOCAL
00485640,2020-04-02 23:00:00,22,228.613552,0.35600000000000004,LFL/TMS/MYS.1T,UNILEVER,GCH DISTRIBUTION CENTRE- SEPANG,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00485637,2020-04-02 23:00:00,628,1480.0670600000003,8.16141,LFL/TMS/MYS.10T_BOX,UNILEVER,MYDIN CENTRAL DISTRIBUTION CENTRE - CDC,SELANGOR,SHAH ALAM,KLV-016,CENTRAL,IMT
00484849,2020-03-26 23:00:00,784,6946.637911000001,17.514901999999992,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00484851,2020-03-26 23:00:00,378,6219.794625999999,16.27903,LFL/TMS/MYS.20T_BOX,UNILEVER,AEON DC,SELANGOR,BANDAR BARU BANGI,KLV-003,CENTRAL,IMT-NS
00484845,2020-03-26 04:54:00,910,5865.52314,14.69361,LFL/TMS/MYS.20T_BOX,UNILEVER,GCH RETAIL (MALAYSIA) SDN BHD,SELANGOR,SEPANG,KLV-017,CENTRAL,IMT-NS
00488953,2020-04-11 11:45:00,28,258.88,0.388,LFL/TMS/MYS.1T,UNILEVER,TESCO DC(AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
00484623,2020-03-27 16:01:00,640,10278.4,29.439999999999998,LFL/TMS/MYS.20T_BOX,UNILEVER,TESCO DC(AMBIENT DC),SELANGOR,RAWANG,KLV-007,CENTRAL,IMT
